,IBGE_RES_POP,TAXES
106,2545.2935,1327.615
107,7405.7383,26491.682
108,9633.846,1828.3304
109,11903.365,7209.5713
110,74502.59,47956.31
111,3998.9272,1331.4132
112,13260.576,4955.1895
113,2882.066,2124.8542
114,19705.355,10594.109
115,8210.347,25927.559
116,2916.6658,2129.2695
117,31058.797,4482.7505
118,9866.828,5227.9863
119,20206.34,13245.051
120,4038.18,4787.844
121,18794.62,62198.15
122,7522.0024,326.56717
123,36197.902,5429.5415
124,5310.7524,6475.895
125,10941.847,1278.1699
126,5152.2397,7759.482
127,6902.652,19261.428
128,52437.293,47437.23
129,2414.7073,945.31415
130,45761.63,211176.94
131,2602.6814,1714.0363
132,8905.399,35414.605
133,10224.67,4062.9248
134,5999.1704,16169.723
135,36582.145,217465.28
136,14187.489,20513.729
137,5947.957,6144.0806
138,4953.672,2210.62
139,14246.259,15579.004
140,13926.217,27456.693
141,28604.084,98724.58
142,2180.0186,1020.0198
143,4796.6577,3767.7742
144,2678.127,792.1845
145,12988.407,10131.392
146,247287.31,2205680.2
147,2475.3137,1314.3246
148,26173.508,116196.53
149,17138.865,9442.529
150,2843.0889,1680.8038
151,6694.2944,20395.71
152,19493.928,1677.1704
153,6661.8203,20268.666
154,3720.5625,1028.4308
155,8740.33,33972.16
156,14287.409,37021.074
157,59746.68,448996.2
158,5568.907,3763.342
159,7104.389,1789.4836
160,4962.1743,7998.9946
161,15382.823,14261.847
162,4949.037,7821.444
163,8392.789,7242.0474
164,14140.539,50514.367
165,9425.796,38280.43
166,3215.1108,2914.86
167,3780.5186,4471.68
168,28211.154,59227.24
169,2453.815,1122.8157
170,12585.575,7464.859
171,12307.15,14713.711
172,6074.8257,16268.663
173,1793.4304,554.279
174,15104.446,74003.164
175,7846.6978,5958.17
176,21918.111,5449.345
177,2962.3657,2338.0256
178,9574.047,3084.6294
179,5953.8896,6585.7563
180,14353.115,34804.93
181,7715.489,15972.923
182,25053.234,27046.809
183,2420.7517,1230.6759
184,2916.2495,1243.8617
185,1521.4274,254.72855
186,32917.438,253399.2
187,2960.132,836.47174
188,4365.183,2667.3953
189,1625.7521,440.8242
190,3116.6575,1580.765
191,5733.389,14063.293
192,3633.3462,3823.6116
193,3804.2046,3527.1628
194,9361.716,38001.57
195,10860.362,9627.205
196,6061.061,2495.5361
197,46019.707,247642.97
198,16290.721,3005.9404
199,2385.969,967.59674
200,3930.2825,1850.8711
201,15947.549,3800.9187
202,2355.8833,1318.2817
203,36259.117,179976.23
204,2384.8835,1341.0177
205,19107.348,17820.223
206,49439.02,303383.38
207,4640.7207,7641.8916
208,8890.003,19061.188
209,3491.2593,3601.137
210,2629.5134,1754.7028
211,16451.287,35545.848
212,3756.8376,4372.1553
213,10746.291,47211.67
214,11099.645,27367.904
215,56459.203,24487.107
216,21391.287,111865.71
217,2961.1626,966.3827
218,9002.841,11881.299
219,49256.59,128918.1
220,16621.629,13827.685
221,2382.3435,1202.4728
222,8588.466,32037.184
223,17196.697,3937.675
224,23455.309,139142.34
225,11615.584,715.57477
226,6506.8413,786.7501
227,5888.6367,11512.828
228,5076.415,438.09464
229,18406.865,29254.246
230,38670.98,2838.6597
231,29880.186,154446.95
232,1638.0974,338.39688
233,15943.032,24126.639
234,8447.098,5091.598
235,9346.054,2943.9763
236,14298.535,11781.352
237,32717.998,225201.86
238,8959.807,14457.313
239,28736.01,39006.54
240,8355.263,18797.592
241,27998.482,35733.52
242,7863.27,20487.53
243,4459.0312,936.3864
244,5589.7505,14935.412
245,2123.7769,612.5635
246,13240.02,49279.258
247,1918.0262,682.01605
248,4257.077,1635.1945
249,4991.965,9938.638
250,2864.5996,1713.9214
251,19887.258,5395.5786
252,13470.524,17443.76
253,2718.8384,1598.0492
254,79089.79,148054.02
255,2813.2788,1418.442
256,1777.7074,335.35486
257,6139.4077,15712.289
258,86821.2,35143.5
259,8311.91,12260.942
260,2972.7678,2305.02
261,2682.2144,1516.8213
262,2712.7063,1851.4392
263,13058.459,11497.707
264,5340.3774,6423.2417
265,51142.19,159437.14
266,19802.305,89336.48
267,2389.8467,623.59625
268,17187.938,14719.366
269,2938.2395,1699.5494
270,2342.0723,829.20123
271,8660.504,32649.852
272,2507.8333,554.78094
273,2455.4185,1452.7797
274,5453.8647,2417.6677
275,4982.667,4492.7603
276,4530.9517,3478.262
277,57748.46,179457.88
278,6981.218,5261.431
279,2074.6729,654.0201
280,22649.08,148691.14
281,2648.9705,1894.7416
282,21854.072,84709.805
283,14358.947,6549.277
284,16658.533,4053.4631
285,2414.2659,1052.5195
286,5868.27,4974.3364
287,10656.535,6755.8013
288,27364.51,10541.178
289,7065.4517,24368.13
290,15318.153,14147.667
291,2792.0984,1957.9515
292,2235.4907,735.0176
293,15831.168,86902.84
294,6056.308,2213.598
295,12356.815,4019.3452
296,47428.324,393842.53
297,2808.8977,2026.9834
298,8858.57,2227.5327
299,2909.4165,1751.1864
300,11561.661,15800.38
301,6212.4404,5151.3857
302,12950.601,17475.064
303,7686.8794,28095.361
304,3077.1165,2600.8032
305,2868.3022,1863.6926
306,6549.104,7277.734
307,15216.387,2044.6057
308,15198.2705,11519.188
309,3705.1797,372.0679
310,2124.0671,958.8443
311,5421.9517,4937.6797
312,2638.6685,1866.158
313,10373.024,7593.573
314,4457.193,1720.0284
315,45175.1,26670.352
316,6098.56,2428.4146
317,10285.675,43837.01
318,4301.7417,2138.1226
319,15526.853,73491.43
320,4620.407,7946.333
321,3371.939,3349.269
322,3080.9128,2724.419
323,27020.777,182561.34
324,63809.227,41116.81
325,9615.126,19138.695
326,4630.478,8019.92
327,4547.6904,7040.899
328,19164.896,5395.398
329,55963.918,5165.5312
330,186322.62,1556799.2
331,3101.9385,1957.9612
332,9243.979,10358.74
333,16752.059,15203.378
334,3648.8154,3796.977
335,45020.66,306905.9
336,26029.072,6751.3965
337,4592.842,2281.3853
338,1676.5444,448.72537
339,8182.992,27289.83
340,16354.88,42158.402
341,10378.458,43664.223
342,12951.312,8646.912
343,10091.791,42637.64
344,21275.904,116461.055
345,2629.4297,1731.1954
346,2455.072,881.89124
347,5399.202,12304.638
348,10866.756,1562.2709
349,3670.9548,4139.4185
350,7035.2734,6834.7856
351,11325.829,51345.36
352,3402.5466,1234.0206
353,186726.27,1674341.5
354,1977.1693,658.7369
355,16537.346,10781.367
356,2065.9622,768.4504
357,4718.312,4226.275
358,2941.251,1236.9894
359,5166.8896,11212.542
360,41205.66,213359.3
361,7084.7363,15448.783
362,30495.434,5536.7437
363,17640.756,16505.547
364,3608.8335,1453.1106
365,8584.729,14746.057
366,2705.223,432.7819
367,2870.0112,1763.2836
368,10300.299,15347.749
369,2067.1978,879.3218
370,89714.42,162927.06
371,2349.433,1252.6138
372,3803.7283,4547.985
373,2395.5881,898.11597
374,5474.3975,10997.153
375,2234.6711,733.45764
376,3505.0574,3319.5852
377,11302.475,15366.887
378,25056.865,170960.72
379,9431.728,1960.4349
380,6006.849,16722.379
381,9857.462,7751.682
382,4070.69,5450.8833
383,2964.8323,886.74304
384,5477.1,8914.13
385,2046.2496,866.07556
386,2044.5115,388.22174
387,11218.896,10352.089
388,6402.2773,1943.4111
389,4638.4385,851.5443
390,5826.6353,5858.4976
391,6331.182,19054.637
392,4830.543,5228.517
393,4973.004,5478.9526
394,13790.159,2363.9946
395,3834.8875,4575.113
396,2542.9263,1177.4847
397,6119.5005,2357.6492
398,36231.223,114223.0
399,2370.551,1346.858
400,10056.054,19421.738
401,17547.24,8660.128
402,14269.475,3350.249
403,22413.67,66086.35
404,206797.4,1227820.0
405,31347.744,131286.14
406,3609.3289,4012.209
407,22892.994,9182.042
408,5813.433,12806.585
409,3693.5447,1746.7621
410,5075.738,2459.6816
411,65859.48,305801.62
412,4983.4985,6388.683
413,66443.875,456193.6
414,8315.74,14379.631
415,3293.2349,3109.2678
416,10801.0,8082.1025
417,66836.125,690293.2
418,3094.4124,597.21594
419,2383.1296,1488.383
420,19057.127,17078.904
421,2761.854,522.89136
422,3547.2454,3068.5637
423,5352.079,5946.465
424,30043.188,7327.421
425,4662.798,7831.5884
426,31247.848,24109.797
427,47932.41,134999.3
428,2712.5588,1713.5516
429,5813.6914,10242.939
430,15006.817,24680.938
431,2606.552,1716.4044
432,114754.48,1236878.8
433,6084.7954,17860.613
434,7246.3306,5842.724
435,39759.645,146912.56
436,8482.135,6201.8906
437,8195.504,992.8941
438,121451.55,704608.8
439,12559.526,22615.26
440,20585.365,51779.184
441,11222.013,12719.813
442,2357.243,1244.111
443,6407.193,20170.43
444,20236.312,41240.1
445,2424.727,1383.7549
446,9128.319,13789.796
447,2861.2534,1841.2596
448,1787.5181,580.0968
449,3948.7434,5054.116
450,100187.71,625854.0
451,10214.425,4149.331
452,3282.2844,3076.091
453,37653.03,2099.2834
454,34272.062,247660.92
455,3010.4456,1755.5497
456,14896.763,29115.912
457,42554.066,32532.945
458,1978.6581,807.85004
459,3029.6577,1927.7263
460,5516.5615,10628.585
461,2049.0803,856.39886
462,12178.858,2128.3953
463,40592.707,62057.152
464,47934.355,339191.25
465,12868.857,5637.7837
466,2887.525,2183.1973
467,25616.582,167433.42
468,8043.885,29862.213
469,2622.517,1714.8146
470,2585.2158,1536.1084
471,6465.945,20414.777
472,8446.101,11675.514
473,42891.8,232054.05
474,27062.76,29785.883
475,2898.5774,265.8771
476,12459.346,34353.55
477,4784.4365,7923.9985
478,229341.78,1344416.5
479,4910.456,638.4844
480,14892.085,19584.633
481,3616.6577,3947.5642
482,9203.146,2252.925
483,3896.6858,502.13467
484,6668.864,5483.5806
485,5789.241,10014.141
486,5512.323,7283.7456
487,6740.4126,7566.114
488,7485.78,11780.55
489,4314.5156,493.25592
490,2384.361,1458.7687
491,6226.918,5358.4326
492,2944.8718,1705.8225
493,3064.722,1992.845
494,3375.1023,2371.2278
495,18832.008,28366.422
496,4113.7827,3496.9622
497,14741.33,15975.15
498,6669.439,4185.635
499,1954.2081,350.37088
500,3936.1902,5075.7573
501,43419.69,24687.63
502,2637.5054,1061.0232
503,35570.33,99145.18
504,16660.143,21723.047
505,17205.346,4642.247
506,13968.437,18305.992
507,6837.338,14876.445
508,1852.4722,667.24713
509,4089.972,4800.8306
510,15861.285,10714.551
511,4885.549,7029.162
512,7144.302,1298.073
513,4021.2034,4799.6787
514,4481.3975,6114.289
515,11680.117,12162.742
516,6126.153,4471.2603
517,6974.828,7216.596
518,36228.836,47877.234
519,9176.236,5001.3403
520,2468.5125,1126.7317
521,9136.847,7268.4346
522,4561.738,6576.89
523,16583.348,11255.009
524,2685.189,1819.1185
525,10539.049,45738.273
526,7864.146,21728.963
527,7064.2725,24132.07
528,49473.938,151264.19
529,101135.984,491432.03
530,4472.4463,2568.2566
531,47845.492,41320.098
532,28930.293,2771.817
533,1869.6486,345.06067
534,20436.262,43123.89
535,11430.555,1164.2046
536,10227.297,26478.51
537,2307.6814,842.2593
538,2981.9143,2426.5115
539,10132.171,36611.516
540,8780.131,31855.178
541,38504.434,6397.2393
542,23540.346,5928.5957
543,77661.0,287604.4
544,5576.087,1052.1411
545,47665.28,138634.55
546,8082.413,9366.815
547,3063.6318,1215.6962
548,12192.05,14466.38
549,2364.6501,1295.1426
550,4783.071,2696.5535
551,8674.974,15886.905
552,4327.8403,6563.995
553,2287.1953,1218.2422
554,8538.296,6547.9106
555,2604.5852,593.7289
556,7880.4263,24972.574
557,4382.3247,6772.199
558,8443.699,3955.6516
559,13688.561,27063.889
560,4960.859,3272.4087
561,17814.59,88799.4
562,14597.261,29407.795
563,5037.178,4438.0625
564,5199.995,4402.208
565,12359.977,7006.297
566,6396.291,11341.259
567,17598.852,101721.2
568,5426.7817,9502.139
569,3578.6877,3858.5203
570,3899.3713,4983.693
571,3196.7156,1706.718
572,20053.307,4002.617
573,20538.34,129063.98
574,183046.66,1437565.2
575,31135.21,216519.2
576,2402.3826,1131.4797
577,3086.318,2691.7761
578,3438.0889,856.45294
579,4004.916,4231.4146
580,2440.3728,1282.4413
581,49011.457,7666.0356
582,11750.825,1373.5104
583,3699.6553,2955.0615
584,5255.9663,6560.648
585,2669.3025,1846.866
586,7328.5835,9234.337
587,7121.969,15039.411
588,7200.648,22694.086
589,3086.7349,765.46136
590,4306.978,1351.4968
591,9085.074,558.2127
592,2278.758,579.1867
593,84745.53,513665.03
594,21760.883,6616.3125
595,2326.3582,1305.3893
596,72429.62,2447.8088
597,7646.9067,27341.535
598,4016.7026,3784.2063
599,2360.7485,1268.3478
600,71380.73,14214.557
601,9494.733,1935.9052
602,9992.18,1291.2223
603,9507.346,9043.285
604,30518.78,10012.238
605,5726.258,1591.0402
606,2555.008,1001.4069
607,2824.2053,2024.1844
608,21178.947,3723.834
609,6239.2876,5563.1504
610,12078.517,52258.082
611,13009.517,29804.496
612,11261.844,50588.188
613,12959.817,6823.7896
614,2671.714,1886.1558
615,9622.387,37572.008
616,2237.342,192.04538
617,2311.1807,826.01447
618,3425.5774,2193.9155
619,4354.2095,6745.2505
620,8525.308,1400.1788
621,107177.164,3238.2893
622,5500.12,6599.6763
623,9637.808,15632.36
624,25714.62,86285.984
625,3545.7754,3803.0916
626,3206.634,899.1673
627,2551.8274,1465.101
628,2409.4436,515.5836
629,2357.3762,922.31903
630,77982.016,10815.287
631,19808.307,108718.04
632,7243.5464,3288.1912
633,3592.3523,3793.5247
634,10796.423,40494.55
635,8000.514,29559.748
636,12203.166,6555.586
637,6826.1313,1630.7399
638,5059.4214,682.2205
639,31465.191,86466.555
640,9710.312,6986.183
641,5789.117,6289.7217
642,6988.3887,10082.5205
643,58437.508,382602.62
644,4861.053,3308.5527
645,3637.835,4021.2698
646,12696.149,25716.059
647,4739.2305,7666.608
648,2227.814,1143.3442
649,4614.017,6429.698
650,14201.188,53744.65
651,3681.5886,4008.2947
652,5946.419,1847.4308
653,2897.2014,2130.096
654,4160.026,5916.871
655,3521.1692,3777.135
656,2782.5989,1981.6986
657,3097.5159,643.2908
658,15848.907,7960.65
659,7221.312,6582.2646
660,2025.6886,823.47534
661,3108.5442,2615.683
662,4683.2593,2575.7922
663,3602.6892,896.7257
664,15848.177,2857.0547
665,18451.2,86117.89
666,9408.327,3172.5576
667,2223.0847,1126.2117
668,97799.77,994446.6
669,15149.622,1857.4834
670,14846.422,5979.728
671,4683.853,6772.686
672,50164.67,373255.9
673,16971.645,11479.505
674,20110.04,37612.25
675,6209.648,983.83344
676,2071.5771,767.14667
677,2380.9314,1349.6439
678,4976.9287,5168.8555
679,13012.002,22661.766
680,3348.631,1101.8037
681,8297.349,1002.05035
682,7082.6323,7879.8896
683,5104.637,10487.67
684,17598.273,53569.324
685,3065.999,2623.701
686,1794.2733,544.82056
687,6342.2656,19775.58
688,11447.8,33495.336
689,3826.48,2051.392
690,9240.909,25698.361
691,2548.7725,1593.2909
692,15427.561,58445.723
693,11992.807,17087.027
694,5159.2534,5611.257
695,29986.934,222095.36
696,6542.5566,1565.2867
697,7851.257,9929.23
698,4075.184,5618.6763
699,8101.066,5573.2407
700,25257.979,1306.1399
701,11200.927,9963.297
702,3186.289,2638.0542
703,2502.9836,452.82114
704,2052.7,844.6963
705,7482.23,4047.315
706,2005.0676,711.5857
707,10123.819,39807.69
708,2032.6174,654.8662
709,25078.691,21451.402
710,4179.054,3869.2556
711,42857.11,11865.537
712,5663.5093,13744.69
713,10294.69,16509.553
714,13495.38,6581.246
715,4152.5444,3035.1013
716,27235.74,17961.223
717,6171.1274,2985.4016
718,6906.92,10375.245
719,2184.0784,1031.3466
720,2727.3057,772.89825
721,18941.414,24586.787
722,5023.304,9423.432
723,1867.397,669.2053
724,23120.69,117974.02
725,6249.6543,1256.9272
726,4858.8657,701.0306
727,5053.398,1736.1455
728,110345.38,874532.2
729,2838.6597,2153.453
730,4419.366,7012.4346
731,2513.192,1185.1417
732,2579.5862,1569.3798
733,46102.695,358626.75
734,83299.586,404857.06
735,101620.95,442134.16
736,3933.0107,1823.2046
737,27908.924,7668.3633
738,3089.305,2630.449
739,3540.8074,2820.0579
740,5886.6616,7687.9766
741,43623.348,242804.52
742,2271.5762,1090.5571
743,17370.922,98525.336
744,23710.56,70234.73
745,5501.642,2344.9824
746,51133.938,238466.88
747,17667.252,102473.49
748,71713.72,3924.192
749,11897.669,55209.758
750,9387.082,9642.237
751,1913.0114,717.5806
752,4324.525,5225.863
753,28086.973,8365.461
754,1987.1686,822.16
755,3196.061,1942.6761
756,5054.1494,9490.346
757,21708.455,100858.31
758,14944.024,12567.334
759,6016.588,15955.728
760,21806.303,5375.0312
761,8140.9536,16485.787
762,55175.82,24202.52
763,10344.613,12199.0
764,30714.793,71166.305
765,8621.643,6901.375
766,1940.4548,749.81476
767,7942.774,3230.459
768,7446.6733,26081.166
769,5588.3174,13281.88
770,34915.43,191036.77
771,10245.302,5239.1284
772,41043.918,103680.59
773,10246.404,25621.082
774,3340.2935,2269.4224
775,5227.6274,11476.38
776,20643.443,97633.586
777,58314.957,556218.56
778,19707.455,94386.27
779,8214.48,30659.807
780,2978.1714,2040.3505
781,3297.6692,964.0221
782,55895.88,361037.53
783,2548.3584,1417.9803
784,4147.9897,5869.272
785,2679.2417,1966.3168
786,13953.567,17594.312
787,2962.12,2089.695
788,2109.2053,253.16797
789,17486.004,11062.379
790,4771.827,5060.402
791,109293.72,908227.7
792,4845.496,4058.62
793,104725.5,134746.67
794,42629.684,55183.03
795,3700.6526,3805.1528
796,2244.587,1002.5885
797,3565.402,3911.9895
798,5681.278,5941.466
799,8588.264,8982.96
800,5354.1953,275.2412
801,9122.643,8982.058
802,15935.227,21554.79
803,11129.812,30577.979
804,5518.3184,4704.4355
805,4574.842,242.5908
806,3733.1882,3305.7368
807,7146.2007,13973.867
808,2040.5197,841.35345
809,2156.0398,806.1953
810,9639.618,8680.386
811,11127.759,18304.586
812,5811.18,2633.0742
813,11690.227,50918.188
814,2385.8066,1471.0948
815,2205.2722,770.8748
816,5488.0137,2894.041
817,203021.19,1913176.2
818,2829.1663,1647.8412
819,55517.766,2126.7146
820,9812.1045,40695.3
821,6437.299,6885.254
822,16814.47,4377.362
823,49318.12,133323.3
824,5255.4297,10903.542
825,52052.332,6806.209
826,3553.539,3810.2993
827,9813.3545,28219.24
828,7129.3745,24727.537
829,7608.37,22805.69
830,6550.165,4654.4375
831,2771.4683,2110.725
832,28446.453,1457.9417
833,135386.56,703021.56
834,12404.27,2077.6338
835,2666.593,1525.4258
836,5522.822,13623.159
837,4209.5913,4869.5015
838,3272.4968,2143.1064
839,3809.5232,1152.8798
840,6277.2344,12053.782
841,17825.057,92682.48
842,2654.428,1912.0621
843,11527.222,8624.653
844,16373.026,23552.133
845,57082.016,333742.7
846,12813.758,50919.363
847,4783.8535,1503.4392
848,6263.9604,7905.046
849,7415.6567,1357.4238
850,2425.1504,624.2697
851,2948.45,2460.3447
852,2912.7358,1723.5447
853,11335.856,9085.553
854,5073.492,4862.9673
855,1818.0403,560.9748
856,4164.26,5970.8975
857,3085.5728,904.0739
858,2977.1562,1015.6435
859,9692.8955,38554.86
860,11689.431,49451.453
861,4572.6675,7691.8774
862,6326.0264,6323.506
863,4122.8423,447.43542
864,26446.723,86397.28
865,1855.6865,650.4652
866,101287.56,759211.9
867,2744.4817,1988.0535
868,2567.129,1610.4193
869,19642.26,4767.3394
870,41541.22,159226.52
871,64010.195,587517.8
872,5924.0864,3554.7312
873,4192.0205,1655.5576
874,5804.5454,4445.2314
875,6479.7964,2604.165
876,5973.258,3429.0864
877,53794.242,113109.664
878,3426.6719,2188.6382
879,3086.8892,477.26657
880,6942.041,4229.6494
881,5068.963,10298.512
882,28004.602,64344.402
883,3120.4924,1726.5874
884,2452.8843,1487.0378
885,3094.4802,1438.3326
886,2959.3213,1053.6318
887,31683.979,42180.72
888,77879.34,97583.96
889,3567.93,2924.519
890,11863.7,20739.154
891,5484.053,13621.589
892,8462.702,7780.093
893,3055.328,1226.4537
894,2501.548,997.1143
895,61073.516,16513.25
896,11453.985,51687.168
897,5299.499,1164.7736
898,77724.555,675992.3
899,2378.2822,975.3153
900,14271.276,1965.1643
901,3471.2974,3092.7546
902,8253.205,11690.342
903,3208.233,2920.6843
904,1886.223,425.7339
905,11333.4795,45191.023
906,7176.299,7408.2715
907,14280.101,29801.65
908,2210.2695,690.5779
909,30600.885,9303.289
910,4580.3525,7186.648
911,5677.9854,8983.8125
912,4996.247,3111.8225
913,7930.6523,8216.113
914,5498.39,4725.7075
915,18272.316,55329.61
916,24273.867,14696.5
917,56032.78,336762.88
918,14219.458,72792.36
919,62548.027,621709.75
920,6937.1187,3286.5867
921,41220.094,95486.58
922,115445.234,681551.2
923,4441.6943,7115.154
924,4564.055,5872.8916
925,9851.949,3215.9475
926,25973.346,103093.16
927,4170.4575,5899.3467
928,8241.944,28211.031
929,173259.31,480036.16
930,12611.429,20381.07
931,5192.202,640.8224
932,8493.733,12193.442
933,10086.009,3937.8027
934,9221.271,37366.434
935,3686.2422,2536.6033
936,16297.482,16180.2
937,5607.971,3065.405
938,12552.345,60190.33
939,2211.9082,1074.8079
940,6738.489,10315.407
941,4345.0786,1377.4324
942,2436.4358,1407.2128
943,13170.064,35567.867
944,10899.389,12400.865
945,2408.744,1356.6937
946,4606.0044,7860.171
947,15768.664,3766.8787
948,2451.098,756.50256
949,19028.566,14048.046
950,6610.732,2785.2092
951,15987.749,15242.723
952,4140.089,5714.0015
953,3069.6858,1422.8961
954,14202.903,8469.377
955,5242.2524,7552.2163
956,5621.941,15228.554
957,3325.955,504.10565
958,5177.461,11132.524
959,35452.926,256097.77
960,2508.8303,1387.6315
961,2729.9314,1712.6385
962,10908.344,11583.617
963,5808.3096,3216.3801
964,13550.183,8442.577
965,4543.466,6968.655
966,2219.9285,1052.9049
967,5790.058,1451.8077
968,13200.669,13156.927
969,12065.739,11477.01
970,3202.0532,1346.5054
971,17556.086,50922.383
972,3896.444,741.4765
973,18455.475,46036.938
974,7291.5146,25266.91
975,2671.55,1803.1753
976,5564.8394,3667.2043
977,3968.0793,3939.035
978,9255.495,6399.0063
979,3139.2502,2766.9502
980,23718.71,125059.3
981,7647.167,3503.6704
982,2065.0222,873.98267
983,23425.043,13688.575
984,3010.6787,2502.2732
985,5228.3135,10062.382
986,2891.5493,2303.081
987,2725.7654,787.6231
988,3591.3467,3926.7112
989,3352.0374,2563.4138
990,5708.2266,15665.779
991,1546.0754,181.84026
992,5009.653,8433.452
993,7956.429,9143.164
994,144113.06,1692560.6
995,2918.1746,2040.9028
996,10827.371,10957.163
997,20555.688,9544.444
998,3335.7344,1688.7599
999,3156.9387,752.37415
1000,3050.4592,218.21344
1001,48968.426,428765.94
1002,4387.163,6814.771
1003,5641.0156,8555.972
1004,4527.657,4612.3076
1005,40054.395,146281.45
1006,2390.743,1201.9778
1007,13784.71,8728.559
1008,24298.533,11263.848
1009,14318.534,23876.24
1010,5547.2095,11575.074
1011,3232.6038,2918.6887
1012,9873.2,1082.9374
1013,6884.464,2613.2388
1014,8929.01,8678.861
1015,6065.162,17178.467
1016,7623.6934,11419.053
1017,7046.6377,1162.0355
1018,6580.31,19916.736
1019,4468.2324,4865.827
1020,3801.407,1499.5593
1021,30892.387,33775.305
1022,16498.064,12870.157
1023,11264.392,47600.223
1024,4045.5713,5341.6763
1025,2462.8367,761.5976
1026,3454.9985,3498.7056
1027,5056.567,6871.988
1028,6936.925,20520.713
1029,2341.9348,769.23755
1030,2378.457,1480.0273
1031,17917.81,8867.508
1032,30295.863,32087.56
1033,6130.6743,12095.849
1034,3057.1416,2554.8804
1035,4659.6245,8232.493
1036,45653.23,37540.008
1037,4561.4326,7119.8467
1038,15306.133,15666.484
1039,7275.7407,16524.514
1040,3815.6895,2877.8367
1041,3876.5525,3845.249
1042,4329.242,1155.4104
1043,5671.792,9317.953
1044,5048.5674,9875.049
1045,2998.29,1503.1932
1046,6608.417,7304.8364
1047,2344.483,1011.1211
1048,68458.63,117057.805
1049,6198.15,7229.245
1050,3418.3955,1820.4022
1051,4760.2417,7792.6855
1052,32049.885,5679.9277
1053,9563.567,9107.806
1054,14485.404,75244.84
1055,318756.1,5090460.5
1056,11573.028,10536.896
1057,5948.538,9026.654
1058,8311.35,4464.155
1059,80323.72,236658.0
1060,4391.522,2156.4673
1061,2085.2646,625.7784
1062,1992.4183,806.1395
1063,8113.599,5077.304
1064,4798.5435,3596.3005
1065,10408.631,4654.105
1066,4920.5566,3588.6682
1067,10984.603,15099.223
1068,14626.073,23651.305
1069,2731.6975,1802.0293
1070,25359.404,114929.49
1071,39345.44,7167.2476
1072,41543.09,77531.76
1073,8183.711,6295.4253
1074,728630.5,12608936.0
1075,36219.766,285826.75
1076,1505.8685,135.64189
1077,61014.8,146893.86
1078,3083.2783,735.70667
1079,6364.539,19558.266
1080,5567.3115,4153.953
1081,56987.145,4941.4683
1082,2676.7249,838.8644
1083,4448.8154,1103.5859
1084,4627.512,8022.496
1085,1835.9282,650.1489
1086,2640.9348,1797.3325
1087,7323.576,12700.932
1088,8322.842,4332.521
1089,243898.66,3281891.8
1090,13253.27,20630.867
1091,4804.527,3764.9785
