,GDP,TAXES
373,557986.25,75057.875
374,78665.25,11823.441
375,10860.22,645.8899
376,14142.465,963.77606
377,31867.701,2439.79
378,44087.477,2855.6685
379,20820.125,1032.8566
380,52060.906,5405.8105
381,91049.62,14395.412
382,25526.68,840.4362
383,19833.158,1274.4124
384,177701.27,20252.36
385,89144.04,17235.996
386,27085.232,2132.8176
387,17406.814,1003.11426
388,64332.676,9320.225
389,31967.297,2638.8206
390,48535.07,3848.9429
391,61620.375,5229.915
392,45734.055,1580.1195
393,1563049.0,183435.36
394,188323.39,14186.414
395,121250.086,4808.8574
396,19226.88,1595.1313
397,74805.79,9828.315
398,30474.28,2673.3457
399,30475.385,2464.8914
400,135365.02,10125.709
401,31581.97,1579.0104
402,125245.08,39724.65
403,36417.914,2987.8496
404,238148.44,99731.03
405,423205.34,79328.69
406,28238.332,880.47864
407,162585.39,46571.875
408,684564.56,168902.23
409,60362.2,4846.111
410,95931.61,11772.728
411,30645.537,1462.3665
412,113016.43,17247.354
413,1237365.0,119635.31
414,25696.865,2024.6713
415,12678.681,612.8349
416,98728.375,29042.574
417,12214.278,937.1794
418,172361.28,25565.135
419,169611.75,13944.578
420,72019.96,5135.5337
421,472319.44,29310.768
422,17254.096,1239.8237
423,13687.824,810.1288
424,1746424.5,278089.94
425,10782.953,539.159
426,87762.27,18523.95
427,16099.57,935.8283
428,17682.953,1273.1976
429,50786.645,3018.4849
430,539873.7,158758.5
431,101117.555,31278.09
432,66015.86,8708.494
433,48348.914,1994.9543
434,46407.668,3793.2935
435,86560.5,11871.102
436,17117.99,878.0796
437,70700.11,9108.661
438,51359.17,4456.2583
439,162418.73,15950.141
440,15501.421,1039.7682
441,24420.602,1734.5421
442,61066.473,7365.946
443,20944.625,1228.0647
444,98335.016,18531.984
445,8683.541,414.57904
446,244240.88,147363.62
447,15834.158,1375.9465
448,20400.975,1669.4037
449,29257.78,2355.719
450,276895.9,24449.629
451,43184.4,3429.4912
452,128957.03,13044.487
453,212022.14,65029.418
454,94352.91,25821.053
455,172787.8,8393.914
456,94322.04,5673.3115
457,26001308.0,1604928.9
458,33843.53,2943.4316
459,109505.84,36624.098
460,56440.297,787.76105
461,37723.13,3683.7883
462,32298.4,2578.5752
463,67919.28,8936.601
464,80086.22,10495.561
465,41335.664,3639.427
466,65533.227,9670.031
467,23282.299,1099.1287
468,35673.11,2904.3643
469,48567.32,4607.064
470,88775.42,18841.625
471,39604.887,4544.159
472,1302329.4,642480.44
473,95061.24,3026.9612
474,18602.234,980.3398
475,16779.89,990.2236
476,22332.68,1060.5212
477,95932.875,6832.955
478,23052.275,751.11584
479,77503.33,3624.8013
480,179401.14,92547.64
481,141769.62,6253.182
482,2401951.5,997486.6
483,115645.81,39772.742
484,64681.637,4003.0388
485,43829.695,2593.9531
486,121099.484,26918.766
487,84037.9,6187.3696
488,69704.72,6813.0576
489,37155.496,2331.124
490,25625.387,544.9875
491,295143.12,162420.7
492,170238.44,33266.637
493,87962.26,15585.095
494,4745921.5,826054.8
495,21618688.0,1782615.2
496,23668.217,1801.1866
497,41905.043,5014.768
498,36761.76,2981.6753
499,246130.12,145795.94
500,85643.23,6527.987
501,12270.963,558.2605
502,56680.19,4007.1218
503,3085699.8,2458554.5
504,65995.2,6569.6294
505,39297.43,2567.6504
506,42133.83,2930.2095
507,59653.145,7495.744
508,153952.92,12160.967
509,33790.957,1205.0256
510,58771.137,1281.8105
511,361625.88,47059.777
512,36638.38,3033.1226
513,81903.85,4110.1597
514,23922.396,1263.3533
515,12407606.0,530348.3
516,11287.122,466.2196
517,86099.555,11513.473
518,51496.95,891.3122
519,64977.96,7808.839
520,63130.133,5404.2764
521,37527.066,3384.3718
522,16199.292,1319.7125
523,222113.17,11069.839
524,13741748.0,1825775.8
525,25779.1,2044.9167
526,30339.303,2927.629
527,16260.324,1259.456
528,185249.25,38231.75
529,11802.986,730.7223
530,35916.266,2047.1846
531,135485.16,11516.494
532,58164.754,3673.3477
533,33014.586,2651.815
534,114242.06,17623.1
535,62748.332,4100.698
536,36997.383,3196.219
537,140930.95,42946.133
538,155307.9,53486.867
539,150186.53,25140.916
540,20886.02,1556.067
541,84376.84,6633.8647
542,205324.33,91716.234
543,80725.29,9164.185
544,111326.34,7239.007
545,65141.9,7814.3066
546,124716.36,35975.82
547,120930.2,20185.982
548,66424.54,5480.327
549,35370.266,3710.3354
550,41859.703,3351.2407
551,13676.708,433.83643
552,26593.535,2092.742
553,110439.32,34514.914
554,10990.551,725.1508
555,30195.572,2375.0398
556,27194.713,609.1831
557,69139.305,7944.0254
558,32492.893,2555.6953
559,430387.5,27042.176
560,47901.316,4177.8477
561,71492.1,5742.3696
562,49464.812,5778.1284
563,135944.56,28763.22
564,330005.25,38039.016
565,88032.59,970.8542
566,246665.78,11100.948
567,25776.836,1031.1337
568,155181.78,57845.49
569,18421.281,1423.4563
570,82782.805,11631.69
571,97472.49,13909.24
572,1527802.6,180270.9
573,107639.21,16606.615
574,164426.73,10306.509
575,93470.59,11314.7295
576,71362.234,6395.013
577,28138.303,2401.205
578,120727.09,10197.146
579,16650.031,1119.6519
580,475527.9,236495.92
581,19028.127,983.20496
582,130411.22,21017.674
583,36024.36,1541.2688
584,32900.96,2726.3296
585,67794.64,2404.7114
586,74880.32,4448.791
587,306905.56,123196.016
588,223123.38,51663.336
589,508354.03,157311.39
590,27622.756,2195.794
591,4657959.5,514998.34
592,83467.4,6455.939
593,29235.045,2484.176
594,24975.592,2014.6814
595,51064.703,6606.4404
596,113566.484,12143.234
597,892905.8,28426.283
598,93430.06,24431.838
599,208845.98,12627.002
600,70799.695,5064.8267
601,149631.36,20728.137
602,54507.58,998.2207
603,65842.78,8659.225
604,1164807.5,362299.1
605,195830.19,32373.918
606,53996.855,4997.8657
607,323771.16,60996.312
608,8583.258,455.85986
609,29597.52,521.957
610,22095.805,1456.9064
611,63020.574,5298.1694
612,203594.2,72707.375
613,23299.125,1499.0696
614,11715.54,720.5302
615,65954.71,3151.6208
616,60550.78,817.0468
617,62188.25,8042.132
618,25707.703,2040.1836
619,36319.6,3109.4932
620,51192.977,3281.9116
621,85989.12,7749.916
622,44555.516,4425.295
623,149897.4,26544.73
624,35704.89,3043.9602
625,34975.555,2253.4407
626,22029.068,1557.1488
627,97954.305,13547.832
628,196271.9,34368.867
629,16740.953,783.26416
630,98197.67,8479.234
631,9932.501,570.37317
632,55304.887,6653.2275
633,1107865.4,117741.36
634,38208.836,374.32913
635,2146881.5,339750.7
636,57887.74,6550.4956
637,75172.18,3709.1646
638,25816.66,1768.5176
639,23306.902,1716.2084
640,43566.582,859.7146
641,1937441.5,105708.945
642,4931086.5,727880.5
643,34314.496,2773.578
644,59690.883,5907.102
645,17458.55,1505.6248
646,61142.22,925.6156
647,93637.1,8469.307
648,11040.186,587.67554
649,79676.1,3154.7175
650,28244.006,2287.5305
651,89809.03,8232.765
652,24914.322,803.9819
653,960820.3,20033.566
654,85101.06,2939.5898
655,13249.952,698.0348
656,9935.702,509.61786
657,12122.8125,809.75977
658,53909.953,4381.7812
659,74231.35,5816.2583
660,5228586.0,1226088.9
661,38061.074,3098.788
662,32662.508,2570.8494
663,60774.31,6867.338
664,56754.61,4750.637
665,6108344.0,893477.56
666,23597276.0,1810985.8
667,40591.28,4029.4438
668,35326.645,2772.9934
669,105035.15,2441.7463
670,62378.29,8166.163
671,87617.375,15423.124
672,241983.48,30363.562
673,16886.496,1237.9072
674,12814.672,502.8091
675,8449811.0,822397.0
676,76867.734,5720.75
677,117012.83,18846.404
678,91432.4,22938.988
679,47524.656,4099.571
680,219669.7,59880.85
681,43479.848,2028.3192
682,23277.596,1945.3688
683,97360.19,9003.182
684,34424.688,1869.9473
685,730463.2,621866.1
686,48376.05,1015.38873
687,110247.3,16904.676
688,46571.11,3669.6028
689,201294.56,105556.664
690,30014.998,1542.4427
691,41655.04,3422.2014
692,88522.94,17261.941
693,29409.248,2832.0442
694,54278.605,4725.1006
695,114826.57,22880.855
696,22863.178,726.98114
697,73191.47,5194.323
698,18676.092,1340.1727
699,23658.396,1908.0734
700,107818.64,11984.8955
701,54639.277,4638.184
702,138751.5,38233.176
703,933609.5,60847.617
704,69128.45,5474.4814
705,371727.16,43617.746
706,88576.414,19387.607
707,91903.73,21286.955
708,652965.75,107206.586
709,32370.684,1914.2898
710,48039.47,3822.3376
711,116794.12,29030.428
712,293966.6,180686.25
713,64966.332,7510.7046
714,210197.73,11680.912
715,3402711.0,832781.9
716,55199.938,4268.7974
717,156231.81,69937.46
718,13482.88,903.5673
719,36080.77,3129.2
720,118882.664,42748.17
721,58061.96,8058.608
722,234929.9,134777.6
723,27751.771,268.5957
724,27670.504,1074.8208
725,82653.38,4488.5376
726,69726.61,8247.77
727,90876.13,16192.7295
728,99680.9,12129.855
729,13420.818,391.80936
730,516263.1,37419.477
731,1309735.8,678110.94
732,76946.35,14602.711
733,59674.76,7627.9175
734,679741.94,147637.16
735,41209.234,3351.6326
736,26417.818,2227.1648
737,677309.5,527734.44
738,35827.06,1930.3665
739,62423.645,6230.009
740,455162.94,238221.92
741,18160652.0,1871684.0
742,123544.95,28326.492
743,52352.727,1349.7537
744,66011.945,7768.5605
745,6859934.0,185752.12
746,29893.738,2381.7014
747,933375.8,82451.89
748,39958.2,2221.3694
749,358997.84,223743.06
750,14385.458,1170.2805
751,778562.56,297523.47
752,5296558.5,416301.66
753,256367.84,17176.562
754,90815.984,12235.6875
755,26493.834,1284.67
756,27765.213,2241.6672
757,135375.88,24967.092
758,20342.371,832.3395
759,76123.68,5962.983
760,299269.06,172765.4
761,169273.16,25726.48
762,78332.914,12657.664
763,30255.973,2440.803
764,28119.588,2286.87
765,37916.258,3033.6904
766,2187560.8,38743.1
767,13964.082,989.6584
768,309821.66,112076.06
769,6049622.5,1022454.6
770,83108.66,8395.609
771,15774.621,1205.8793
772,63953.152,8543.238
773,69520.14,5451.1406
774,179156.06,86151.84
775,104760.34,27632.312
776,697150.56,410083.34
777,15154.43,1340.7924
778,97011.68,13078.159
779,16107.403,1194.0383
780,43197.914,5277.7617
781,99578.29,15314.941
782,116954.516,25804.219
783,44136.734,483.79715
784,143895.66,5143.4536
785,201934.97,42201.24
786,97104.18,8267.621
787,1591546.9,88772.69
788,42865.67,2962.3625
789,29080.227,2714.9307
790,211531.75,97436.75
791,263332.28,27439.094
792,11258.123,811.16394
793,76489.13,10705.92
794,34636.66,3666.5562
795,24730.686,1352.5715
796,103379.93,8003.1587
797,210258.2,9305.516
798,852471.4,420492.56
799,107735.69,14957.337
800,133975.12,8870.415
801,43004.88,2358.6965
802,31677.508,1728.47
803,378020.72,24686.846
804,476921.34,41284.32
805,16224.016,806.4055
806,71246.76,9903.241
807,32577.053,2955.4556
808,85063.23,18056.865
809,126185.75,21505.62
810,8537.167,408.89795
811,85691.195,10714.692
812,82587.984,13702.892
813,25249.799,2016.3787
814,264971.8,181739.97
815,17950.635,848.0766
816,21014.281,1597.1239
817,40370.387,3245.1997
818,26528.473,1246.0194
819,40025.336,2495.2087
820,149329.2,31871.586
821,81953.69,15183.859
822,319862.9,92909.984
823,73885.85,7426.2285
824,16193.512,900.0691
825,154522.94,45190.38
826,63661.152,8168.3066
827,88254.695,6483.7886
828,53943.406,7235.9556
829,48209.555,1508.1693
830,10945.308,550.07635
831,398765.9,56416.69
832,12927.756,181.99036
833,50451.79,3845.5994
834,89653.08,12232.49
835,18467.23,1371.1515
836,23644.139,1365.6045
837,24250.16,756.74225
838,254539.69,49597.94
839,88957.68,8602.66
840,35227.68,3201.2817
841,47928.46,5964.689
842,1082165.4,180288.33
843,96009.8,13652.6875
844,161781.22,25532.426
845,4106528.5,638416.0
846,39689.203,865.3508
847,18109.22,1361.646
848,93772.08,22950.299
849,139377.2,32786.324
850,364543.6,252628.05
851,119971.13,17281.854
852,79460.76,2387.4
853,146568.58,22735.037
854,94796.72,22214.316
855,14342.529,1228.5596
856,30123452.0,4939035.5
857,43237.438,1506.7112
858,20591.809,1568.8466
859,12033.604,860.0908
860,52981.0,3025.981
861,70698.086,6218.381
862,84621.125,18832.525
863,23220.672,1630.8322
864,65226.28,7307.877
865,65198.93,9684.056
866,48200.77,5321.1187
867,116817.97,28788.434
868,13039.476,846.0292
869,91543.695,23054.883
870,92430.45,11247.324
871,1181224.4,71255.984
872,9946.514,477.3043
873,39472.305,2398.4346
874,558639.1,133196.73
875,17196.621,878.4427
876,55974.305,4049.0796
877,44950.375,3778.396
878,15220.347,812.13043
879,33900.88,2660.3523
880,41897.453,4919.5356
881,54257.215,6254.8374
882,53667.934,6503.7383
883,768828.44,25143.4
884,575862.44,317642.66
885,19186.898,419.00098
886,37003.4,1828.2592
887,469350.06,39951.266
888,52350.83,6809.7485
889,26289.375,1177.2817
890,70569.74,8277.749
891,110345.625,34132.742
892,45199.508,3563.5686
893,134722.55,8575.059
894,376241.44,275714.28
895,74989.26,4501.792
896,238255.4,98315.586
897,9784.935,416.756
898,248597.55,5797.851
899,171216.56,58961.35
900,1172929.9,199915.33
901,56687.414,1512.7524
902,53271.133,7139.8203
903,23666.58,1590.0848
904,100943.4,15786.126
905,19299.107,1442.5269
906,64778.434,8258.794
907,142983.0,9256.761
908,32745.67,2276.0374
909,19459.049,1605.9539
910,63992.273,6577.3955
911,26070.258,2357.1252
912,442197.75,63702.125
913,9142.416,486.34824
914,106008.47,14879.778
915,66703.945,8209.346
916,51413.844,6299.999
917,86175.02,9248.263
918,30495.969,2443.978
919,25717.865,2053.0278
920,57525.895,4926.454
921,36893.742,2065.885
922,33796.45,2856.9246
923,9918165.0,229135.14
924,30127.254,2292.563
925,4304.461,133.94151
926,56601.957,7226.4756
927,29022.97,2442.8257
928,18541.082,1555.458
929,118877.31,17659.863
930,9718.529,568.4432
931,1220275.0,136682.7
932,33906.797,3360.432
933,25945.414,2053.7922
934,87718.54,15053.867
935,15296.758,469.97787
936,46774.91,1276.0015
937,62515.83,8769.066
938,241894.23,145419.6
939,28787.549,2435.2952
940,13093.519,989.3482
941,9682.089,373.58966
942,110335.695,30986.996
943,4329863.0,250146.98
944,10697.448,606.7816
945,276045.03,101851.51
946,2561337.5,156566.14
947,20735.398,1686.5132
948,20538.43,1664.2327
949,72261.94,10062.614
950,19828.02,626.4002
951,24386.252,1566.3922
952,26523.842,698.4718
953,14548.619,1298.6654
954,189105.98,16641.295
955,33119.04,2662.1216
956,139284.34,5070.4404
957,17030.37,1203.5605
958,812751.7,61392.527
959,1413111.8,171567.14
960,19240.629,1281.9027
961,49455.58,4910.8955
962,571609.1,138752.4
963,331650.3,108467.89
964,56840.855,4649.843
965,20514338.0,3144972.0
966,141458.97,47149.92
967,152355.61,4928.464
968,101059.62,7407.6777
969,95916.445,14511.416
970,63577.05,8243.561
971,573419.5,12910.153
972,28366.547,2359.8079
973,74047.625,1249.0109
974,22790.645,1835.6713
975,22411.555,1808.7462
976,97219.29,24076.652
977,217384.12,45816.277
978,72412.92,1899.9705
979,142003.45,31270.088
980,32222.494,526.48755
981,35101.273,2877.974
982,37655.06,2878.1702
983,126856.43,41243.406
984,39195.39,3150.0452
985,219985.17,134903.58
986,71186.234,5211.435
987,6440.1514,286.55338
988,81511.99,10949.13
989,197782.08,29119.877
990,24977.1,1991.5588
991,50250.94,4041.4136
992,236922.67,40694.766
993,33067.586,2889.742
994,1023431.75,397667.16
995,45458.258,3239.5679
996,155354.98,23749.043
997,25730.04,1346.2407
998,18428868.0,2559313.5
999,1227577.4,184300.2
1000,289969.78,14505.076
1001,786201.8,107989.96
1002,94398.81,14551.622
1003,94803.17,7316.138
1004,327736.53,69071.32
1005,74775.41,4007.4915
1006,85235.81,13358.881
1007,70877.7,9403.272
1008,500069.0,34677.414
1009,116438.29,13465.128
1010,8589890.0,372653.56
1011,179808.34,55166.676
1012,86774.51,20796.662
1013,73389.02,7553.319
1014,156759.48,27900.559
1015,2673819.8,577393.3
1016,10901.208,582.0957
1017,426557.62,45201.94
1018,108074.414,34538.53
1019,10664.073,556.275
1020,54922.812,4496.3755
1021,23827.293,509.21262
1022,314020.0,34047.85
1023,23516.94,1584.5984
1024,41531.78,4241.0894
1025,101112.445,10945.933
1026,110149.05,9278.674
1027,20414.484,705.6656
1028,9233.6875,474.01593
1029,124284.125,12849.797
1030,9065.688,538.3114
1031,92696.01,12657.9
1032,33006.176,1875.3394
1033,22037.342,1702.405
1034,487287.38,249885.92
1035,228737.23,24659.918
1036,11699.947,767.0039
1037,41977.94,1773.8148
1038,44968.344,1340.7836
1039,59558.445,4825.2104
1040,1041065.3,251933.34
1041,86850.09,19134.305
1042,76533.16,14086.411
1043,23985.648,1782.0331
1044,105132.64,5805.5205
1045,41150.637,2911.302
1046,2057104.1,126614.73
1047,3663644.8,723630.1
1048,77207.0,15441.813
1049,78162.375,15497.082
1050,567281.94,381499.4
1051,483582.6,113785.15
1052,698548.1,40902.03
1053,20299.822,1468.5685
1054,188347.38,33997.2
1055,271521.97,53381.617
1056,64119.363,3688.627
1057,84183.445,15130.622
1058,62907.13,7819.323
1059,143895.97,56463.727
1060,322613.28,2758.1086
1061,44621.215,5088.488
1062,75545.76,10156.92
1063,40032.586,3671.5232
1064,43753.918,3706.5225
1065,19560.305,1010.5063
1066,29767.148,2253.3542
1067,60883.305,8634.83
1068,51445.69,4536.477
1069,59945.91,4919.3057
1070,24726.613,1605.6259
1071,126892.375,10879.841
1072,121917.82,17607.395
1073,52191.28,4044.7295
1074,1338303.1,301718.78
1075,463871.38,53012.535
1076,83926.6,18627.291
1077,44566.914,2058.1523
1078,41209.188,4640.619
1079,102378.8,15884.045
1080,47633.156,4137.569
1081,245632.05,72315.04
1082,311621.94,5459.2266
1083,118244.41,20725.543
1084,24090.957,1922.8401
1085,70136.625,2898.3196
1086,199413.97,49539.98
1087,88693.0,5287.9473
1088,26627.37,2093.5864
1089,347571.94,44146.96
1090,32560.246,2692.3967
1091,53586.855,4336.276
1092,80629.266,6058.207
1093,211641.4,128440.555
1094,786836.5,60015.06
1095,47485.38,689.75305
1096,13104.564,305.5078
1097,36440.953,2894.7578
1098,30747.05,1427.5884
1099,39975.664,3246.1904
1100,33937.453,2977.5256
1101,38869.348,3035.9512
1102,52224.13,6750.7925
1103,83733.23,5716.5806
1104,49130.58,2037.522
1105,176102.77,14741.557
1106,73193.0,2981.957
1107,332094.16,31935.828
1108,40772.9,3404.0188
1109,7527459.5,598472.0
1110,67677.805,6268.381
1111,854627.75,72448.87
1112,90175.21,7979.289
1113,36238.305,2922.962
1114,43776.457,3630.1763
